,matchId,conversationId,playerId,chatTime,intentClass,utterance,score
2179,654,2960,JnR[Y]!,3891,O,lol,0.009585244581103325
2180,29,106,龘龖,3393,O,MIRANA?,0.0010774024995043874
2181,1802,7841,Hawaii Aloha :),1708,O,hahaha,0.027525994926691055
2182,1123,5056,**>>100%<<**,1043,O,wp end :),0.0008136034593917429
2183,817,3674,lanz.boss,-46,O,thanks,0.0007007452077232301
2184,1022,4578,K e N,2062,O,haha la la la,0.03397147357463837
2185,358,1517,Gwer-Senπ♥,1934,O,gG wp,0.040982428938150406
2186,1428,6288,BiG BaNaNna !,1684,O,mata,0.02162080444395542
2187,688,3125,[PRO]MiddleFinger,2309,E,noob,0.6841338276863098
2188,1535,6767,Dan The Man!,665,O,ty,0.13184742629528046
2189,456,1985,time to gain,2697,O,keep giving gold,0.0024586725048720837
2190,3000,12729,Achilles [Myrmidons],2257,E,Stfu kid :) go play at the school,0.4877288341522217
2191,742,3385,Skizo,979,E,fuck off ww,0.9947693943977356
2192,1859,8064,Valdz,256,O,hahahiz,0.025439098477363586
2193,2457,10513,Dark_matter,1726,O,lol,0.009585244581103325
2194,891,4015,A.L,280,O,dafuq,0.015759386122226715
2195,1152,5190,StreaK,3428,O,gg,0.07572552561759949
2196,344,1478,G_G,3536,O,uwon mid rightr,0.01047644391655922
2197,2676,11419,naix,3747,O,g,0.0014935702783986926
2198,502,2226,JR - Ddaji,1717,O,4 vs 5....,0.0014129027258604765
2199,1050,4731,Menggay <3,2723,O,haha,0.012916994281113148
2200,1822,7901,Douxo,75,O,thats it mate eat them trees,0.10624787211418152
2201,2067,8863,Din,262,A,w8 plz,0.030723655596375465
2202,2314,9903,Donny,1782,A,wait pls,0.0021525034680962563
2203,3001,12735,ArielexD_Pro!!!,1887,O,gg team rat,0.6185059547424316
2204,2998,12717,montezuma,-38,O,Haha! xD,0.010062324814498425
2205,169,685,The Last One,514,E,u piece of shit,0.9952686429023743
2206,1845,8003,UNFAIR 5-1=3,895,O,let us end it,0.01432506088167429
2207,2718,11604,hsp,2562,O,bh,0.03456094115972519
2208,1076,4848,etits,2528,I,ez,0.00734320841729641
2209,655,2972,Freeze,3034,E,hey my dear friend  don't kill noob team,0.8584570288658142
2210,497,2185,Damnation-,-31,O,ughh sorry,0.0017493164632469416
2211,1888,8157,Javsin.com,2087,O,gegege,0.0478685200214386
2212,2130,9145,d3m0,1844,O,gg,0.07572552561759949
2213,819,3692,Persephone,548,O,nice,0.0007555269403383136
2214,2369,10211,|!|MnG|!|Khan,2493,O,ya like invo,0.012422088533639908
2215,1144,5147,Do.you.Aggressif,-37,A,g,0.0014935702783986926
2216,773,3515,Secret''_''No''_''NooB'',796,E,hehe my dick foo,0.9917182922363281
2217,2625,11167,SC[A]GS,1782,O,,0.0019954408053308725
2218,1143,5142,Rossssss,2302,I,EZ,0.00734320841729641
2219,2549,10916,Hezbollah,2179,O,20-Jul,0.000809492077678442
2220,2411,10330,eldaR,-11,O,!! gg,0.4283331334590912
2221,1686,7332,PGC.[S]howtime,820,O,reuse,0.0008496232330799103
2222,1008,4502,West Street Variety,2326,O,threw a bit ah well no regrets,0.0013746388722211123
2223,1824,7922,yNs`月圓花香,3270,O,?,0.0009243296226486564
2224,2322,9933,Standin.DG,844,O,what happened?,0.0007661193958483636
2225,1845,8007,acc smurf im 5k player,1554,I,Ez game with 2k players,0.004273583646863699
2226,2115,9076,King Of The Norms,1187,O,hows jung alch?,0.001018813461996615
2227,284,1191,verticuous,1362,O,we should pity the mentally ill hey whats up,0.80354243516922
2228,1438,6359,#ERROR!,2430,O,if werent for PL i would of own u guys,0.025678537786006927
2229,1540,6789,[SAG]potatoslinky,1040,O,sick,0.4548787772655487
2230,2958,12540,AwfulMagnet‚Ñ¢,2383,A,reporting meepo,0.001584309502504766
2231,2760,11750,i've zero mistakes,2104,O,if i playing am its vs 3pl always,0.0020216184202581644
2232,1116,5025,Jair Andy <3,529,O,GG,0.07572552561759949
2233,2249,9595,X,1985,O,i had to restart my pc,0.0032674355898052454
2234,781,3569,Dreatz,4104,O,ggggg excellent wp all,0.03550216555595398
2235,930,4180,the first weaboo,2924,O,no balls,0.7457209825515747
2236,18,59,17% broken hero,2605,I,ez,0.00734320841729641
2237,370,1580,elelellelelelelel,3946,O,lol gry,0.011331427842378616
2238,2473,10599,Be The Best You Can Be,477,O,?,0.0009243296226486564
2239,1449,6416,Li,2705,O,ty,0.13184742629528046
2240,2972,12631,NVR,1920,E,pick more riki pls fucking trash,0.997757613658905
2241,1187,5346,BoDreX-GaMinG,3343,O,CRY VENO,0.03768734633922577
2242,707,3244,Dr.Durex,680,O,jsut make this game balnce i feed then ur meepo also,0.20532068610191345
2243,1622,7076,little baobao,-13,O,>_<,0.0017567254835739732
2244,1023,4585,E.N.D,2611,O,gg,0.07572552561759949
2245,2351,10098,F4llennnnnnnnnnnnnnnnnnnn,1759,I,WOW U KILL SUPPORT COMMEND,0.7053105235099792
2246,2393,10282,Zcygqamb,1451,O,hahaha what are you doing bro xD,0.025229796767234802
2247,813,3668,24K,1348,O,lion how about now?,0.0017592876683920622
2248,2063,8849,lenskiy,904,O,h hahaha nice wait me,0.007901028729975224
2249,2354,10119,Artail,-70,O,+++,0.0032917088828980923
2250,2041,8769,Solo Rank Warrior,1531,O,lel,0.0024884643498808146
2251,1181,5305,jameszxc,3010,I,EZ,0.00734320841729641
2252,531,2390,Lorennit Velasco ♥03,2473,A,commend me babes,0.09614791721105576
2253,1509,6697,KRYST4L,2452,O,u will def,0.21710731089115143
2254,499,2212,ANTI-CAMPER,3495,O,gg LOL,0.020309271290898323
2255,2637,11243,",,MaH!D,,︻╦芫≡══",297,O,LOL GRREDY,0.008575835265219212
2256,705,3231,Ω.PhαrαoH.Ω,1910,I,WTF? Ez game ever Btw ez mid,0.729617714881897
2257,455,1981,frostypopz,1495,A,report for vd bd,0.0007612035842612386
2258,143,562,Eagle,504,O,Zenokaiais actualyl always brood n the other team,0.0018202047795057297
2259,261,1077,sky5,1731,O,THWN ORAXCLE AND WIM +1000% TO WIN!,0.004948880523443222
2260,1669,7274,zxc1,2050,O,haha short time?,0.0009100591414608061
2261,1924,8276,<3Wawa#Muted,2415,O,hes not coming,0.02427906170487404
2262,498,2202,Gamer.ThunderWraith,1320,O,NB THIS ALCHE,0.12784412503242493
2263,3020,12809,inT,1286,E,ez fucking invo,0.9935924410820007
2264,1622,7076,Toyz,25,A,we waited for yoor dc,0.0007603749400004745
2265,1800,7819,Lets get this underway,313,A,wait rc',0.0009865057654678822
2266,1658,7263,F0REVER_Wei,349,O,Ya,0.012193765491247177
2267,421,1791,jd,2247,O,gg,0.07572552561759949
2268,1193,5365,Джейсон Петрович,800,O,hahaha,0.027525994926691055
2269,2043,8778,9¾,3487,A,report enigma pls u can push,0.0019238509703427553
2270,1762,7636,gissi18,-25,O,tiny...huhuh?,0.017345299944281578
2271,552,2513,FlexibleChair,349,O,is this a record for u  yellow?,0.007566093932837248
2272,2523,10822,-Zebrog; #nakamazoned,733,A,ingame please wait,0.0007652103086002171
2273,1684,7329,[TheKing].Rossu ツ,1477,O,WP puch puck,0.8541721701622009
2274,1858,8062,DIOS,1742,E,ACLHE ACCOUNT BUYER SHIT,0.9734819531440735
2275,2006,8635,The Button!,2843,O,it was okay,0.0007291494985111058
2276,2733,11667,Onion Devourer (OD),2298,O,go search on google.,0.0009247304406017065
2277,2499,10730,can you trust me?i am legend,2049,O,BOOM AM,0.005331219173967838
2278,1586,6968,DXTY. S.J,3483,O,chill dont give up yet,0.007938527502119541
2279,290,1219,agg tamaquina,2511,O,Neaaaaaaaar gtfo huhuhu,0.7219716310501099
2280,1158,5214,MW.WArLord,1879,O,end don't def,0.017740529030561447
2281,1804,7852,mmkay.,171,O,if you kill me again ill rq,0.8006482124328613
2282,1457,6445,@ARTERENZY Official,19,O,ahaha ahaha ahhah,0.03610343486070633
2283,2271,9701,water,4054,O,gg ;ads,0.0020316019654273987
2284,1216,5425,Poochie,1899,O,ggwp,0.017286844551563263
2285,1126,5070,Kenji,782,O,just ff i will feeed u,0.17542317509651184
2286,1559,6842,Rorschach,3575,E,and u are reported u small dick kid hf :),0.9826123714447021
2287,834,3773,JM,2961,O,./.,0.0016500061610713601
2288,1029,4621,♛koop_koop4♛,1625,O,Jul-35,0.0008392427116632462
2289,2417,10364,Karasuno,26,O,:D,0.0009723007096908987
2290,1473,6539,Kings ./.,3566,O,Hahaha,0.027525994926691055
2291,1434,6333,[A]Bobby [Z],1827,E,u mad?,0.238703653216362
2292,3003,12750,JustGetFun,1681,O,ff,0.004415788687765598
2293,469,2037,turn right,-33,O,end mid,0.0011461093090474606
2294,2472,10597,Lord Wilberforce,2763,I,ggwp ez,0.2372150719165802
2295,2292,9802,IntelleCt,983,E,hey bitches dont kill me,0.9971351623535156
2296,1649,7222,Danfed,1040,O,gg,0.07572552561759949
2297,1800,7821,Tsunami,1019,O,zzz,0.009115303866565228
2298,1451,6424,bneutrality,2301,O,LMOFA,0.010055087506771088
2299,1303,5746,hays..,777,O,Yah,0.014744974672794342
2300,960,4303,-OniTnas-,1651,O,COME IM PRO LINA PRO HAHAH,0.022508712485432625
2301,1526,6746,L. Lawliet,2643,O,REALLY?,0.000881112355273217
2302,561,2551,Captain Boongslang,2058,O,5 man top or mid and end pls,0.002752464497461915
2303,2727,11632,adanos,1643,A,pick wk,0.10188282281160355
2304,577,2611,killazoid3000,2172,O,"heh, if only it were that easy",0.0008279217290692031
2305,2467,10563,Towny,1053,O,wp 5 man blakc hol,0.004125024192035198
2306,714,3282,RapH,2368,A,recon,0.0008396614575758576
2307,1360,5961,NoobFromEU,2834,O,all ty,0.34507712721824646
2308,2366,10201,Th3.*BAŞKENTLİ*,2323,O,gg,0.07572552561759949
2309,2638,11250,Seihcet,2540,O,30 gold missing,0.001255470677278936
2310,2709,11540,Shane Quijada,1253,O,better quit,0.05072852596640587
2311,2549,10916,Hezbollah,2157,O,GG WP,0.040982428938150406
2312,1932,8319,James,2029,O,gg wp,0.040982428938150406
2313,529,2375,OMG! U still believe in LOVE???,1385,O,u can ss me now happy?,0.0035157958045601845
2314,1784,7740,warcraft 3,882,O,typical sb :s i wanna see 1 good sf in my life,0.0007327623898163438
2315,414,1756,Raging Patalo,2060,E,100 trash,0.9076597690582275
2316,2549,10916,Godik,2174,O,4-0 mid,0.0011982202995568514
2317,2707,11535,^tOni the Great!,2635,E,I HATE THIS TEAM!!!!! HHSHSDHSD,0.6860133409500122
2318,1218,5428,T r a p K i n g,2036,O,add me ill carry u haha,0.19687651097774506
2319,644,2909,ang holing laro  █ █V█,203,O,ok,0.0011767183896154165
2320,994,4431,kek :Q,1599,O,<3,0.0008974719094112515
2321,2530,10857,Bleed,2530,O,Dude play for fun u win,0.009662183001637459
2322,617,2790,Dreddybajs,1234,O,Love this game Dota 2,0.0012323750415816903
2323,2084,8931,Mamkin Business,598,O,30 sek he back,0.19338025152683258
2324,1126,5071,VaCuUm_cLeANeR,991,I,0 8 1 9,0.003720872336998582
2325,541,2468,IX,2168,O,ggwp,0.017286844551563263
2326,2804,11912,@Schizophrenia,778,E,STFU ANIMAL I FUCKED YOUR MOM,0.9989538192749023
2327,1457,6452,@ARTERENZY Official,1470,I,ahah ez ahah,0.020047076046466827
2328,730,3353,EICHELPETER,2557,O,wh,0.02221173234283924
2329,1473,6539,2ez4enore,3629,O,i rune,0.004028186667710543
2330,2901,12280,Reckful,980,O,mega by,0.0019391359528526664
2331,2349,10091,Css,1406,O,ggwp,0.017286844551563263
2332,1733,7510,Spac[E]Man,1392,O,wtf,0.9081693887710571
2333,495,2175,bLur,1693,E,Da fuck,0.990354061126709
2334,1187,5339,PUNX,1599,E,bye nigga,0.9580857753753662
2335,515,2302,>>{D}-Go{D}<<,1367,E,fuck u doom =]] now he kill me,0.9963393211364746
2336,2087,8947,Greef,2499,I,you cant fin this ez game know why?,0.036642514169216156
2337,2800,11891,TechToque,1048,O,hahaha hahahah,0.06088799238204956
2338,297,1256,Echo,1441,O,its already night,0.004617998842149973
2339,2858,12077,Mr. Big Penis,1670,O,map hack,0.0010494111338630319
2340,1096,4911,KillORDiETRYin``,1716,E,stfu pls,0.3372593820095062
2341,2384,10264,D4D.EldestDad.420,1415,I,chicken?,0.04022806137800217
2342,1009,4507,BabyBlue-Eyes,1387,O,hahaha,0.027525994926691055
2343,1371,6004,Levi Ackerman,3793,O,not toaday,0.032361485064029694
2344,891,4015,Ms.A,338,I,Ez,0.00734320841729641
2345,2888,12219,Menphis,1686,O,i wait you win sf ...,0.0010963237145915627
2346,2538,10873,Ace♠,825,A,Push mid,0.0027753226459026337
2347,2985,12670,Mgl_keeper,3122,A,bg report legion ^_^,0.0009747061994858086
2348,63,260,Killerpanda,2660,O,kappa,0.0008694552234373987
2349,2625,11172,SC[A]GS,2688,O,5 heroes,0.0008154056849889457
2350,910,4097,†Landraku†,2357,O,O.o,0.0053701382130384445
2351,18,49,17% broken hero,9,O,nice tryhard silencer sentry dust,0.12210443615913391
2352,2656,11345,Shuiyu|亲Z,1264,O,intro boys o0o qop,0.160770446062088
2353,960,4304,RAGING !,1775,O,ES A FREAKING KEYBOARD WARRIOR,0.8424010872840881
2354,745,3416,Playing WR,2299,O,grill stop it,0.004238533321768045
2355,2137,9182,ImSoGooD!WTF,836,E,ez hahaha ez fku u gg,0.9224033355712891
2356,2236,9550,Hagoromo Ōtsutsuki,690,O,uya ks kayyyy esss,0.06174029782414436
2357,491,2157,DU.shamsalmon,1224,O,ui can be my ward Share vision,0.0006207712576724589
2358,121,468,Digital Dash,2362,O,sup guys wadap,0.040088213980197906
2359,764,3480,#ERROR!,124,O,why u dont stun sniper,0.14320950210094452
2360,1778,7696,sad,954,O,bc im not so good for 18,0.0021098193246871233
2361,1034,4647,Keb,3401,O,"thx, ditto",0.00184084742795676
2362,2423,10379,LindsayLohan,1760,E,he such an idiot at mid,0.9738581776618958
2363,2007,8642,Super Kami Guru,2072,O,me?,0.0014290096005424857
2364,2646,11296,noodle in nutshell͜,113,O,thx,0.004256476182490587
2365,2824,11961,xoxo ♥,1633,E,ROFL not worth stupid ppl XD,0.9329410791397095
2366,988,4398,< blank >,1834,I,yeyah slark is really bad,0.1038389578461647
2367,2867,12106,╬ Amnesia ╬,3114,O,wp,0.0013172413455322385
2368,1022,4576,☯★☯Chishikuzu☯★☯,1261,O,who care :),0.10242210328578949
2369,1579,6939,Djee.rr,1567,O,14-Feb,0.0008200466400012374
2370,434,1851,Heart,3440,O,sounds great,0.0005860203527845442
2371,2365,10194,Frankenstein.RAGe,2941,E,emo noobs,0.7903448343276978
2372,294,1235,NotPlaying,1200,O,:V,0.0011284078937023878
2373,179,739,snoopRat,80,O,BOT,0.002363972831517458
2374,2333,9983,West Street Variety,697,O,"They have less ping, more teams. etc",0.000846120179630816
2375,829,3762,ㄨYUNѺ_GASAI︻デ╦─===�,3410,O,distract them  We win,0.006336558144539595
2376,1904,8207,Leroy Jethro Gibbs,1291,O,haha,0.012916994281113148
2377,29,106,-4Head-,3406,I,ez ezzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,0.1068931519985199
2378,1076,4846,etits,2114,O,who mid?,0.0037563361693173647
2379,2021,8679,League of Legends,383,A,25,0.0012591861886903644
2380,887,3999,OdiWanKenobi,1156,O,pls tp mid to save silencer,0.022242750972509384
2381,2575,10984,Daydream Bear,1381,O,:D,0.0009723007096908987
2382,1559,6840,9-Oct,1972,O,30s pause?,0.0007932421867735684
2383,2333,9983,West Street Variety,660,O,mvp 2-0'd them last time they played let alone with reisen,0.0012508067302405834
2384,833,3769,Jumzie,1669,O,gg friends,0.0036781402304768562
2385,823,3730,Sentinel,774,O,the miss,0.013937486335635185
2386,1359,5954,Sweet boys cum in flower,2046,O,ggwp,0.017286844551563263
2387,414,1756,豆豆先生,2050,I,wp ez,0.025059742853045464
2388,1284,5685,Za!nsta,2054,E,gg tiny noob itny rperot tiny,0.7322712540626526
2389,2642,11267,Jon Snow,608,E,fuckin wait retarded russian shits,0.9986385703086853
2390,1569,6882,SB || Maverick,2586,O,ama,0.00911000370979309
2391,2162,9270,Example,2742,O,sf eul dagger,0.0009536589495837688
2392,2742,11701,Chris.,1269,O,why?,0.0009686388075351715
2393,489,2134,Pollo_Rashta,407,I,ez mmr,0.020067470148205757
2394,2199,9411,在澳洲鱼塘讲道理,2427,O,WE ARE A TEAM,0.0014298373134806752
2395,777,3547,soy papá,2386,O,relax boy,0.0012491625966504216
2396,1359,5955,Sweet boys cum in flower,2222,O,yeah,0.0015659051714465022
2397,546,2494,"Kyte "")",2666,O,bobo catcher,0.0007358988514170051
2398,284,1196,verticuous,2315,O,odd,0.021129319444298744
2399,1933,8323,How You Think?,2607,A,but now having dc and waiting  great game,0.0008280941401608288
2400,570,2574,KZ,-30,O,xD 1000 - 100 xD,0.0012126975925639272
2401,1251,5569,Ruleral,3560,O,goodbye my treee,0.01019161194562912
2402,2011,8653,Dragneel,2663,E,idk what country this stupid doom is,0.9868207573890686
2403,453,1964,頭號灬杀鸡犯,-38,E,rich?? 100 coin rich? idiot?,0.9662322402000427
2404,1116,5031,Gh05't,2130,A,report veno plz,0.017190931364893913
2405,2532,10866,Moderator,1892,O,gg,0.07572552561759949
2406,1426,6267,SwxggyCeeej,1490,O,^_^,0.0014516112860292196
2407,406,1703,PuffyWiggles,2525,O,And it was 3 fro mthat point forward,0.001203589723445475
2408,2954,12507,IKV,2104,O,JAJAJAJA baited,0.06618262082338333
2409,2480,10640,HR.X!!,2785,A,REPORT,0.0007018452160991728
2410,781,3558,Kevin Durant's Mother,1677,O,didn't like my cow joke? fuck.,0.9870115518569946
2411,2576,10989,IM.Большой молоде�,1613,O,max,0.005400707945227623
2412,765,3488,Finny,1436,O,:3,0.0010046479292213917
2413,1239,5502,Beyond Godlike,317,O,ji jugger,0.33114364743232727
2414,2377,10245,SEA Cancer Player,1731,O,4th pick am like a boss,0.007328791078180075
2415,439,1875,EZDODANCE,620,O,wk,0.014647768810391426
2416,2654,11338,Jack Sparrow,-84,O,:D:D:D,0.0017367349937558174
2417,850,3853,unkNown,1888,O,HJAHH,0.014851043932139874
2418,2413,10363,Fuck Some bitches.(ONLYMID),3142,I,uguys so bad,0.4221964180469513
2419,1115,5016,Pՙa u s e,2163,O,end,0.004160710610449314
2420,2256,9616,Here is Lucille ...,1878,O,We end,0.027323661372065544
2421,415,1760,Kev19,2880,O,gg  wp,0.040982428938150406
2422,1474,6544,SunshinE-,2236,O,check profile? forever invoker?,0.0026394538581371307
2423,1950,8400,#NAME?,4576,I,ez,0.00734320841729641
2424,870,3926,DOTA.killer007~Aeron~,965,E,bitch,0.9947314262390137
2425,2456,10500,Infinite,9,O,lag,0.07339456677436829
2426,308,1304,Arrowz,905,O,end,0.004160710610449314
2427,1451,6422,MuGiwaRa*,1709,O,sorry lina u dead,0.2741604149341583
2428,2354,10133,nrxFe8AoW,3290,E,ok noobs|,0.5299587845802307
2429,727,3332,stan smith,44,O,gogog zhdu,0.12918268144130707
2430,173,717,Lex Luthor,3617,O,gg,0.07572552561759949
2431,2475,10612,Suck a dick swagswag,1953,O,sure,0.0007942398078739643
2432,2667,11375,LeMonSqUaRe,2924,E,GG kids,0.2398604303598404
2433,2501,10739,fasteddy,2050,A,i give you an item don´t care set whatever just report this game ruiner,0.0458223782479763
2434,2592,11046,Sugy,510,O,now?,0.0009010877693071961
2435,2017,8669,Tourbillon,2485,O,pls,0.0010670262854546309
2436,2514,10786,Hagen Walt,2937,O,ayy,0.012651141732931137
2437,1505,6666,gamers20,1508,O,ded,0.0021960092708468437
2438,2398,10310,Perfect Is Shit,2472,O,lol,0.009585244581103325
2439,1038,4669,Torpedo_De_Jimenez,1240,O,run ?,0.014146095141768456
2440,2516,10791,420beyotch,798,O,xaxa bog,0.006063568405807018
2441,2367,10208,don't cry,2906,A,report lina gg wp,0.0011613358510658145
2442,2982,12641,560,2007,O,hahaha,0.027525994926691055
2443,462,2004,Master Mirror,1638,O,forgive and forget right?,0.0009462264715693891
2444,2957,12534,OneDaay,1732,O,no luck just skill,0.000908797956071794
2445,2256,9616,Stwo,1906,E,So Stupid,0.9919621348381042
2446,1344,5878,Easy Game !,1684,E,NOOB TEAM,0.22864407300949097
2447,410,1734,Nuker,4312,A,report wr,0.0009488504729233682
2448,2764,11769,Slim.Shady ツ,2205,I,ez ez ez,0.06944805383682251
2449,2436,10427,Cannibal,51,O,just go kill wr we dont def him,0.9156174659729004
2450,1237,5494,Legendary Thrower,2079,O,wp pudge,0.25314751267433167
2451,1166,5228,<(NoSurrender),91,O,np honey,0.0012817669194191694
2452,1011,4526,qw,1512,O,score dictates gameplay ,0.0009043954778462648
2453,1255,5593,___ proninjamgmf1,1215,O,WOW SPECTRE,0.001859279815107584
2454,1404,6171,Stallon,2038,O,no not luck,0.0009921285090968013
2455,2397,10305,Сладкий рулет !,2762,I,ez :DDD,0.005779668223112822
2456,890,4012,A. Tyrell - First of his Name,2228,E,team is the worst shit ever,0.9597951769828796
2457,2190,9380,lex,2400,O,THAT BB,0.008432228118181229
2458,1972,8483,Kem Chew,2291,E,DID U KNOW U GUYS ARE SOOOO NOOOB?,0.3406045138835907
2459,1367,5980,C4pr1C0rN,7,O,omg,0.0008082060376182199
2460,1791,7771,972,3827,O,WC 20 SEC,0.000798150198534131
2461,808,3648,Pineapple KAMIKAZE,1294,E,dont give to rubick useless,0.7638444900512695
2462,2324,9954,?Misaki Nakahara??? ?,2088,O,Id ont know,0.0907011330127716
2463,881,3989,Zyzz,1912,O,gg ursa,0.012164020910859108
2464,852,3861,LemonFuckinTea,1236,O,you didnt juke,0.2767842710018158
2465,666,3027,╨,2184,O,GG,0.07572552561759949
2466,2634,11225,Spla$H,2996,E,niggas,0.9490192532539368
2467,959,4294,Sleeping_[D]og,3578,I,RAGE QUITRR,0.18865083158016205
2468,1751,7584,[K]jro ༼ つ ◕_◕ ༽つ,3002,O,lucky sf,0.0010406544897705317
2469,1314,5792,LightOfHeaven,2813,O,WTF ARE U DOING?,0.8099232316017151
2470,118,442,Jesus,1824,O,?,0.0009243296226486564
2471,605,2724,Specs,10,A,WOAH last second  agk disruptor afk,0.12111160159111023
2472,391,1666,Natasha Wilona,2773,I,EZ,0.00734320841729641
2473,2256,9614,Here is Lucille ...,1489,I,la fiesta esta muy lica wtf LA FIESTA,0.7358251214027405
2474,695,3180,Haneko,2000,O,u dont have one,0.004492496605962515
2475,134,519,Aragoat,3188,O,ggwp,0.017286844551563263
2476,1942,8348,Gosh,1317,O,:P,0.0008251556428149343
2477,280,1155,[F.U.G] XxKyKxX 14,1281,O,lol,0.009585244581103325
2478,2759,11743,HellBoy,2982,O,GG,0.07572552561759949
2479,1004,4489,Ye Junghwa,1397,O,Dcm cai ngay lol :(,0.0008651005919091403
2480,2094,8977,giongto35,1447,E,GG PUssy :),0.9379214644432068
2481,1019,4564,UMR!,1946,O,hahahahaha,0.05466080829501152
2482,1829,7942,Scoring <3,907,O,hahaahahahahaha,0.0788516104221344
2483,2848,12046,I'll Show You,1818,O,omni highest winrate hero timber lowest,0.004167892504483461
2484,2472,10597,Beard No.64,2779,E,noobs,0.784919798374176
2485,834,3771,Elle Fanning,2535,O,dont stick like dat,0.46162551641464233
2486,1861,8079,TONNNEZ,2886,O,NOOOOOOOO,0.09655288606882095
2487,1526,6744,maDAMBerTUD<3,2271,O,end,0.004160710610449314
2488,1054,4745,SiriusParker,1691,E,you still noob,0.9182659983634949
2489,1431,6313,[STR].MissBug,2157,O,nice,0.0007555269403383136
2490,1045,4704,Eefje,2514,O,dont even buying pt,0.038892462849617004
2491,1513,6708,CPY,2157,O,GG,0.07572552561759949
2492,1791,7777,jM,4710,O,lows,0.03377244621515274
2493,1097,4915,Moltres,351,O,hmm qopp,0.012256499379873276
2494,1117,5037,BlackBeard :333,1724,A,REPORT,0.0007018452160991728
2495,751,3438,Techies road to World Peace,2799,E,YOU MEAN THE FUCK?,0.974359393119812
2496,1791,7760,jM,735,E,all of you fuck you,0.9975641965866089
2497,1561,6861,STOP!!!,1612,O,we don care hahaha,0.250182181596756
2498,2919,12373,69la trik,1959,O,gg all,0.26654303073883057
2499,432,1831,Moumj,3638,O,nice doom picking get rekt,0.02361193299293518
2500,2136,9176,•D©•,1003,E,Really so stupid,0.9868685603141785
2501,333,1422,qoWqa,2104,I,ez,0.00734320841729641
2502,3021,12820,Japhy,1512,O,fnish this game and report blue,0.0010771685047075152
2503,2351,10101,?SeLf ConTr0l?,2395,A,gg wp report alch,0.02305765263736248
2504,167,683,Ace,3242,O,ya ya,0.03472745418548584
2505,232,964,Anihillyator,132,A,w8 cour bh,0.008438226766884327
2506,497,2187,Damnation-,351,O,:( please leave me alone,0.0014297583838924766
2507,2047,8794,Pug Charlie,1935,O,#worthit,0.03522668033838272
2508,2179,9325,2.71828 <3 GoblakDoto,2935,O,OSfrog LE BALANCED FEMALE ROBIN HOOD OSfrog,0.018949102610349655
2509,1097,4923,LeeJin,2557,O,have you seen our picks?,0.0008353461744263768
2510,998,4459,`HusndyingNOOB,1733,O,Lol,0.009585244581103325
2511,1584,6950,Craftdinna,19,A,commend,0.0016442436026409268
2512,644,2911,ang holing laro  █ █V█,634,O,ok,0.0011767183896154165
2513,978,4355,hellotmato,1797,O,XD,0.002221793169155717
2514,2901,12281,2ez4Dio!!33teezy,1478,O,i literally wanna cry,0.03973415866494179
2515,2270,9698,♠Zetsu♠,3143,O,bloodseeker MVP bloodseeker mvp,0.06784638017416
2516,1026,4605,Legionnaire,2822,E,is worst dota,0.4638492166996002
2517,72,295,Sladoled,3103,O,gg,0.07572552561759949
2518,1444,6383,sci,3278,O,lol,0.009585244581103325
2519,1284,5679,pudge picker,926,O,ur qop is the problem cumback,0.861910879611969
2520,2055,8816,Ywp,275,O,wrong,0.001035706838592887
2521,892,4026,Mirakuru,2273,O,350,0.0008615526603534818
2522,1448,6402,Duyndamn2,1331,E,fuck you dagon nyx is niet over,0.9983445405960083
2523,1777,7690,trust me im dondo,2144,O,no rosh for u ))) 9k plays right there,0.057231225073337555
2524,978,4353,jaynanners,1514,O,the do you actually work is the quesiton,0.0016978718340396881
2525,2700,11506,hanthor,2265,I,EZ,0.00734320841729641
2526,2733,11665,Onion Devourer (OD),1968,O,LOL,0.009585244581103325
2527,464,2025,rum,1459,E,Bristle can you keep fucking around while your team takes rax that'd be tops It's working very well,0.9925305247306824
2528,2901,12276,T.DoT,163,O,yall buns,0.2089807093143463
2529,421,1789,THE LAW,1420,O,our ww hasnt 1rs 1rst,0.046166352927684784
2530,2664,11371,Frankenstein,3616,O,gg wp,0.040982428938150406
2531,2135,9166,Captain Warlalo,2394,A,W8 GUYS RECION RECON PUDGE,0.5112107396125793
2532,126,488,KnowThyProNyorkx,2111,O,coz he made you fat that's why  lobby?,0.6935228705406189
2533,1801,7831,Ariana Grande <33,2520,O,5v3,0.004795706365257502
2534,586,2658,J.R. Buckley,2516,O,this team gave me aids,0.20129229128360748
2535,221,921,"О, Привет!",1979,O,lol,0.009585244581103325
2536,1927,8291,filth,1502,O,kate,0.0017485064454376698
2537,1096,4911,spOuk,1716,O,MATES,0.0013741460861638188
2538,1847,8023,松杨,2927,O,your sb showed your selfish ness,0.8410977721214294
2539,433,1838,Jelleye,2614,O,GGGG,0.686974287033081
2540,339,1446,:))))),1956,O,LOL aa ahha,0.0187483299523592
2541,455,1982,Trunks,1686,O,how does a viper lose that hard to a dp mid when me and pudge ganked him twice,0.5307541489601135
2542,1016,4556,hBanana,2480,O,:),0.0008735444862395525
2543,406,1703,Embrace,2535,O,i solo killed u with your support,0.8079339265823364
2544,1149,5174,Bea,2595,O,ty,0.13184742629528046
